pk_id,name,sound_path,fk_complexity,fk_pos,word_origin,word_meaning,word_usage,image_path,fk_game_type_id,status,created_by,created_on,updated_by,updated_on,pronunciation,
870,Paragraph,SoundFiles/870.mp4,1,1,Greek,A short composition or note that is complete in one paragraph,Paragraphs of text is sufficient,,0,2,0,2013-10-20 21:59:46,0,NULL,"‘pa-ru,grãf",
871,Pardon,SoundFiles/871.mp4,1,3,French,The excusing of an offense without exacting a penalty,Please pardon my dirty hands,,0,2,0,2013-10-20 21:59:46,0,NULL,paa(r)-d(u)n,
872,Parent,SoundFiles/872.mp4,1,1,Latin,One that begets or brings forth offspring,parent a family,,0,2,0,2013-10-20 21:59:46,0,NULL,peh-runt,
873,Particular,SoundFiles/873.mp4,1,5,Latin,"Of, relating to, or being a single person or thing",the particular demands of the job,,0,2,0,2013-10-20 21:59:46,0,NULL,pu(r)’ti-kyu-lu(r),
874,Partner,SoundFiles/874.mp4,1,1,French,One that shares,Are partners invited to the office party?,,0,2,0,2013-10-20 21:59:46,0,NULL,paa(r)t-nu(r),
875,Passenger,SoundFiles/875.mp4,1,1,French,Traveller in a public or private conveyance.,The safety of the passengers and crew is our first priority,,0,2,0,2013-10-20 21:59:46,0,NULL,pa-sun-ju(r),
876,Pattern,SoundFiles/876.mp4,1,1,Latin,A form or model proposed for imitation,a visual pattern must include not only objects but the spaces between them,,0,2,0,2013-10-20 21:59:46,0,NULL,pa-tu(r)n,
877,Pause,SoundFiles/877.mp4,1,3,Greek,A temporary stop,The speaker paused,,0,2,0,2013-10-20 21:59:46,0,NULL,poz,
878,Peacock,SoundFiles/878.mp4,1,1,Latin,A male peafowl distinguished by a crest of upright feathers.,Peacock is our national bird,,0,2,0,2013-10-20 21:59:46,0,NULL,"’pee,kók",
879,Pedal,SoundFiles/879.mp4,1,1,French,Lever pressed by the foot while riding a bicycle,the gas/brake pedal,,0,2,0,2013-10-20 21:59:46,0,NULL,pe-d(u)l,
880,Pepper,SoundFiles/880.mp4,1,1,Greek,Either of two pungent products from the fruit of an Indian plant that are used as condiments,Add some salt and pepper for taste,,0,2,0,2013-10-20 21:59:46,0,NULL,pe-pu(r),
881,Perfect,SoundFiles/881.mp4,1,5,Latin,Being entirely without fault or defect,a perfect circle,,0,2,0,2013-10-20 21:59:46,0,NULL,pur-fikt,
882,Perform,SoundFiles/882.mp4,1,3,French,To adhere to the terms of,I performed my job,,0,2,0,2013-10-20 21:59:46,0,NULL,pu(r)’form,
883,Perfume,SoundFiles/883.mp4,1,1,French,The scent of something sweet-smelling,orange blossoms perfumed the air in the garden,,0,2,0,2013-10-20 21:59:46,0,NULL,"‘pur,fyoom",
884,Period,SoundFiles/884.mp4,1,1,Greek,"The completion of a cycle, a series of events, or a single action",a time period of 30 years,,0,2,0,2013-10-20 21:59:46,0,NULL,peer-ee-ud,
885,Permission,SoundFiles/885.mp4,1,1,Latin,The act of permitting,he asked permission to leave,,0,2,0,2013-10-20 21:59:46,0,NULL,pu(r)’mi-shun,
886,Persist,SoundFiles/886.mp4,1,3,French,"To go on resolutely or stubbornly in spite of opposition, importunity,or warning",These stories persist,,0,2,0,2013-10-20 21:59:46,0,NULL,pu(r)’sist,
887,Pertain,SoundFiles/887.mp4,1,3,Latin,"To belong as a part, member, accessory, or product",My remark pertained to your  earlier comments,,0,2,0,2013-10-20 21:59:46,0,NULL,pu(r)’teyn,
888,Petty,SoundFiles/888.mp4,1,5,Middle English,Having secondary rank or importance,petty little comments,,0,2,0,2013-10-20 21:59:46,0,NULL,pe-tee,
889,Picnic,SoundFiles/889.mp4,1,1,German,An excursion or outing with food usually provided by members of the group and eaten in the open,We picnicked near the lake on this gorgeous Sunday,,0,2,0,2013-10-20 21:59:46,0,NULL,"‘pik,nik",
890,Picture,SoundFiles/890.mp4,1,1,Latin,A design or representation made by various means,they showed us the pictures of their wedding,,0,2,0,2013-10-20 21:59:46,0,NULL,pik-chu(r),
891,Pillar,SoundFiles/891.mp4,1,1,Latin,A firm upright support for a superstructure,science eroded the pillars of superstition,,0,2,0,2013-10-20 21:59:46,0,NULL,pi-lu(r),
892,Plane,SoundFiles/892.mp4,1,1,Latin,A smooth or even surface.,Now for why the ice crystals remain in a vertical plane,,0,2,0,2013-10-20 21:59:46,0,NULL,pleyn,
893,Plantain,SoundFiles/893.mp4,1,1,French,Big green banana,"Before you begin peeling a plantain, bring it to room temperature",,0,2,0,2013-10-20 21:59:46,0,NULL,"’plan,teyn",
894,Plead,SoundFiles/894.mp4,1,3,French,To argue a case or cause in a court of law,I pleaded with him to stop,,0,2,0,2013-10-20 21:59:46,0,NULL,pleed,
895,Pleasant,SoundFiles/895.mp4,1,5,French,Having qualities that tend to give pleasure,we had a pleasant evening together,,0,2,0,2013-10-20 21:59:46,0,NULL,ple-zunt,
896,Pleasure,SoundFiles/896.mp4,1,1,French,Sensual gratification,the pleasure of his company,,0,2,0,2013-10-20 21:59:46,0,NULL,ple-zhu(r),
897,Pluck,SoundFiles/897.mp4,1,3,German,To pull or pick off or out,pluck the flowers off the bush,,0,2,0,2013-10-20 21:59:46,0,NULL,plúk,
898,Plumber,SoundFiles/898.mp4,1,1,Latin,Worker who repairs taps,went shopping for a reliable plumber,,0,2,0,2013-10-20 21:59:46,0,NULL,plú-mu(r),
899,Pocket,SoundFiles/899.mp4,1,1,French,A small bag that is sewed or inserted in a garment,The money had fallen out of a hole in my pocket,,0,2,0,2013-10-20 21:59:46,0,NULL,pó-kit,
900,Poet,SoundFiles/900.mp4,1,1,Latin,One who writes poetry,he is well known poet,,0,2,0,2013-10-20 21:59:46,0,NULL,pow-it,
901,Poison,SoundFiles/901.mp4,1,1,Latin,"A substance that through its chemical action usually kills, injures,or impairs an organism",Some mushrooms contain poison.,,0,2,0,2013-10-20 21:59:46,0,NULL,poy-zun,
902,Poisonous,SoundFiles/902.mp4,1,5,Latin,Having the properties or effects of poison,poisonous gases/plants,,0,2,0,2013-10-20 21:59:46,0,NULL,poy-zu-nus,
903,Pool,SoundFiles/903.mp4,1,1,Middle English,A small and rather deep body of usually fresh water,the pool was too small for sailing,,0,2,0,2013-10-20 21:59:46,0,NULL,pool,
904,Popular,SoundFiles/904.mp4,1,5,Latin,Of or relating to the general public,a popular tourist attraction,,0,2,0,2013-10-20 21:59:46,0,NULL,pó-pyu-lu(r),
905,Population,SoundFiles/905.mp4,1,1,Latin,The whole number of people or inhabitants in a country or region,the population seemed to be well fed and clothed,,0,2,0,2013-10-20 21:59:46,0,NULL,pó-pyu’ley-shun,
906,Pork,SoundFiles/906.mp4,1,1,Latin,The fresh or salted flesh of swine when dressed for food,pork chops,,0,2,0,2013-10-20 21:59:46,0,NULL,pork,
907,Portion,SoundFiles/907.mp4,1,1,Latin,An individual’s part or share of something,I read a portion of the manuscript,,0,2,0,2013-10-20 21:59:46,0,NULL,por-shun,
908,Position,SoundFiles/908.mp4,1,1,Latin,An act of placing or arranging,he put the lamp back in its position,,0,2,0,2013-10-20 21:59:46,0,NULL,pu’zi-shun,
909,Postpone,SoundFiles/909.mp4,1,3,Latin,To put off to a later time,let’s postpone the exam,,0,2,0,2013-10-20 21:59:46,0,NULL,pows(t)’pown,
910,Posture,SoundFiles/910.mp4,1,1,French,The position or bearing of the body whether characteristic or assumed for a special purpose,stood with good posture,,0,2,0,2013-10-20 21:59:46,0,NULL,pós-chu(r),
911,Potato,SoundFiles/911.mp4,1,1,Spanish,Round root of a plant that many people eat,baked potatoes,,0,2,0,2013-10-20 21:59:46,0,NULL,pu’tey-tow,
912,Potential,SoundFiles/912.mp4,1,1,Latin,Existing in possibility,a potential problem,,0,2,0,2013-10-20 21:59:46,0,NULL,pu’ten-shul,
913,Poultry,SoundFiles/913.mp4,1,1,French,Domesticated birds kept for eggs or meat,a poultry farm,,0,2,0,2013-10-20 21:59:46,0,NULL,pówl-tree,
914,Poverty,SoundFiles/914.mp4,1,1,Latin,The state of one who lacks a usual or socially acceptable amount of money or material possessions,There are many areas where the problems of poverty and unemployment still persist.,,0,2,0,2013-10-20 21:59:46,0,NULL,pó-vu(r)-tee,
915,Powdered,SoundFiles/915.mp4,1,5,French,To sprinkle or cover with or as if with powder,She powdered her nose,,0,2,0,2013-10-20 21:59:46,0,NULL,paw-du(r)d,
916,Power,SoundFiles/916.mp4,1,1,French,Ability to act or produce an effect,the deterrent power of nuclear weapons,,0,2,0,2013-10-20 21:59:46,0,NULL,paw(-u)r,
917,Practical,SoundFiles/917.mp4,1,5,Latin,"Of, relating to, or manifested in practice or action",he is a very practical person,,0,2,0,2013-10-20 21:59:46,0,NULL,prak-ti-kul,
918,Prayer,SoundFiles/918.mp4,1,1,Latin,An earnest request or wish,the priest sank to his knees in prayer,,0,2,0,2013-10-20 21:59:46,0,NULL,prehr,
919,Preach,SoundFiles/919.mp4,1,3,Latin,To urge acceptance or abandonment of an idea or course of action,The minister is not preaching this Sunday,,0,2,0,2013-10-20 21:59:46,0,NULL,preech,
920,Precaution,SoundFiles/920.mp4,1,1,French,Care taken in advance,he put an ice pack on the injury as a precaution,,0,2,0,2013-10-20 21:59:46,0,NULL,pri’ko-shun,
921,Precious,SoundFiles/921.mp4,1,5,Latin,Of great value or high price,children are precious,,0,2,0,2013-10-20 21:59:46,0,NULL,pre-shus,
922,Preface,SoundFiles/922.mp4,1,1,Latin,The introductory remarks of a speaker or author,He prefaced his lecture with a critical remark about the institution,,0,2,0,2013-10-20 21:59:46,0,NULL,pre-fus,
923,Presume,SoundFiles/923.mp4,1,3,Latin,To undertake without leave or clear justification,I presume his train was late,,0,2,0,2013-10-20 21:59:46,0,NULL,pri’z(y)oom,
924,Pretend,SoundFiles/924.mp4,1,3,French,"To give a false appearance of being, possessing, or performing",He pretended that he was ill,,0,2,0,2013-10-20 21:59:46,0,NULL,pri’tend,
925,Pretty,SoundFiles/925.mp4,1,5,Middle English,Pleasing by delicacy or grace,pretty girl,,0,2,0,2013-10-20 21:59:46,0,NULL,pri-tee,
926,Prevail,SoundFiles/926.mp4,1,3,Latin,To gain ascendancy through strength or superiority,This theory still prevails,,0,2,0,2013-10-20 21:59:46,0,NULL,pri’veyl,
927,Prevent,SoundFiles/927.mp4,1,3,Latin,To be in readiness for,We must prevent the cancer from spreading,,0,2,0,2013-10-20 21:59:46,0,NULL,pri’vent,
928,Prey,SoundFiles/928.mp4,1,1,Latin,An animal taken by a predator as food,he fell prey to muggers,,0,2,0,2013-10-20 21:59:46,0,NULL,prey,
929,Price,SoundFiles/929.mp4,1,1,Latin,The quantity of one thing that is exchanged or demanded in barter or sale for another,the price of petrol,,0,2,0,2013-10-20 21:59:46,0,NULL,prIs,
930,Prick,SoundFiles/930.mp4,1,1,Middle English,A mark or shallow hole made by a pointed instrument,The needle pricked his skin,,0,2,0,2013-10-20 21:59:46,0,NULL,prik,
931,Pride,SoundFiles/931.mp4,1,1,Middle English,The quality or state of being proud,he takes pride in his son’s success,,0,2,0,2013-10-20 21:59:46,0,NULL,prId,
932,Prison,SoundFiles/932.mp4,1,1,Latin,A state of confinement or captivity,He’s currently in prison for tax fraud.,,0,2,0,2013-10-20 21:59:46,0,NULL,pri-zun,
933,Private,SoundFiles/933.mp4,1,1,Latin,"Intended for or restricted to the use of a particular person, group,or class",a private place,,0,2,0,2013-10-20 21:59:46,0,NULL,prI-vut,
934,Process,SoundFiles/934.mp4,1,1,Latin,Something going on,it was a process of trial and error,,0,2,0,2013-10-20 21:59:46,0,NULL,"’prow,ses",
935,Produce,SoundFiles/935.mp4,1,3,Latin,To offer to view or notice,The tree would not produce fruit,,0,2,0,2013-10-20 21:59:46,0,NULL,"‘pró,d(y)oos",
936,Prominent,SoundFiles/936.mp4,1,5,Latin,Standing out or projecting beyond a surface or line,a new theory is the most prominent feature of the book,,0,2,0,2013-10-20 21:59:46,0,NULL,pró-mi-nunt,
937,Promise,SoundFiles/937.mp4,1,3,Latin,A declaration that one will do or refrain from doing something specified,I promise you my best effort,,0,2,0,2013-10-20 21:59:46,0,NULL,pró-mis,
938,Promote,SoundFiles/938.mp4,1,3,Latin,Contribute to the progress or growth of,I am promoting the use of computers in the classroom,,0,2,0,2013-10-20 21:59:46,0,NULL,pru’mowt,
939,Proof,SoundFiles/939.mp4,1,1,Latin,Evidence that compels acceptance by the mind of a truth or a fact,"if you have any proof for what you say, now is the time to produce it",,0,2,0,2013-10-20 21:59:46,0,NULL,proof,
940,Property,SoundFiles/940.mp4,1,1,Latin,A quality or trait belonging and especially peculiar to an individual or thing,that hat is my property,,0,2,0,2013-10-20 21:59:46,0,NULL,pró-pu(r)-tee,
941,Propose,SoundFiles/941.mp4,1,3,Latin,To form or put forward a plan or intention,He proposed a new plan for dealing with terrorism,,0,2,0,2013-10-20 21:59:46,0,NULL,pru’powz,
942,Prospect,SoundFiles/942.mp4,1,1,Latin,A mental consideration,his prospects as a writer are excellent,,0,2,0,2013-10-20 21:59:46,0,NULL,"‘pró,spekt",
943,Provided,SoundFiles/943.mp4,1,7,Latin,On condition that,I’ll go provided that I can wear what I like,,0,2,0,2013-10-20 21:59:46,0,NULL,pru’vI-did,
944,Provoke,SoundFiles/944.mp4,1,3,Latin,To arouse to a feeling or action,provoke pity,,0,2,0,2013-10-20 21:59:46,0,NULL,pru’vowk,
945,Public,SoundFiles/945.mp4,1,5,Latin,Exposed to general view,the public welfare,,0,2,0,2013-10-20 21:59:46,0,NULL,pú-blik,
946,Pulse,SoundFiles/946.mp4,1,1,Latin,"The edible seeds of various crops (as peas, beans, or lentils) of the legume family",he could feel the pulse of her heart,,0,2,0,2013-10-20 21:59:46,0,NULL,púls,
947,Punch,SoundFiles/947.mp4,1,3,Middle English,To strike with a forward thrust especially of the fist,he punched me in the stomach,,0,2,0,2013-10-20 21:59:46,0,NULL,púnch,
948,Punish,SoundFiles/948.mp4,1,3,Latin,"To impose a penalty on for a fault, offense, or violation",we had to punish the dog for soiling the floor again,,0,2,0,2013-10-20 21:59:46,0,NULL,pú-nish,
949,Purchase,SoundFiles/949.mp4,1,3,Latin,To acquire (real estate) by means other than descent,The family purchased a new car,,0,2,0,2013-10-20 21:59:46,0,NULL,pur-chis,
950,Purity,SoundFiles/950.mp4,1,1,Latin,The quality or state of being pure,Check the purity of the crustal,,0,2,0,2013-10-20 21:59:46,0,NULL,pyûr-u-tee,
951,Purse,SoundFiles/951.mp4,1,1,Greek,A small bag for money,she reached into her purse and found a comb,,0,2,0,2013-10-20 21:59:46,0,NULL,purs,
952,Quality,SoundFiles/952.mp4,1,1,Latin,Peculiar and essential character,the quality of students has risen,,0,2,0,2013-10-20 21:59:46,0,NULL,kwó-li-tee,
953,Quantity,SoundFiles/953.mp4,1,1,Latin,An indefinite amount or number,he had a quantity of ammunition,,0,2,0,2013-10-20 21:59:46,0,NULL,kwón-ti-tee,
954,Quarrel,SoundFiles/954.mp4,1,3,Latin,A ground of dispute or complaint,they had a quarrel,,0,2,0,2013-10-20 21:59:46,0,NULL,kwó-rul,
955,Queen,SoundFiles/955.mp4,1,1,Middle English,The wife or widow of a king,Paris is the queen of cities,,0,2,0,2013-10-20 21:59:46,0,NULL,kween,
956,Question,SoundFiles/956.mp4,1,1,Latin,An interrogative expression often used to test knowledge,he asked a direct question,,0,2,0,2013-10-20 21:59:46,0,NULL,kwes-chun,
957,Quick,SoundFiles/957.mp4,1,5,Latin,Acting or capable of acting with speed,was quick to make friends,,0,2,0,2013-10-20 21:59:46,0,NULL,kwik,
958,Quiet,SoundFiles/958.mp4,1,5,Latin,Marked by little or no motion or activity,a quiet life,,0,2,0,2013-10-20 21:59:46,0,NULL,kwI-ut,
959,Quit,SoundFiles/959.mp4,1,3,French,"Released from obligation, charge, or penalty",Quit teasing your little brother,,0,2,0,2013-10-20 21:59:46,0,NULL,kwit,
960,Race,SoundFiles/960.mp4,1,1,Middle English,The act of running,the race for the presidency,,0,2,0,2013-10-20 21:59:46,0,NULL,reys,
961,Radial,SoundFiles/961.mp4,1,5,Latin,Arranged or having parts arranged like rays,radial velocity,,0,2,0,2013-10-20 21:59:46,0,NULL,rey-dee-ul,
962,Raw,SoundFiles/962.mp4,1,5,Latin,Not cooked,raw wool,,0,2,0,2013-10-20 21:59:46,0,NULL,ro,
963,Rear,SoundFiles/963.mp4,1,1,Middle English,The side of an object that is opposite its front,his room was toward the rear of the hotel,,0,2,0,2013-10-20 21:59:46,0,NULL,reer,
964,Reason,SoundFiles/964.mp4,1,1,Latin,A statement offered in explanation or justification,the reason that war was declared,,0,2,0,2013-10-20 21:59:46,0,NULL,ree-zun,
965,Receive,SoundFiles/965.mp4,1,3,Latin,To come into possession of,receive a gift,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’seev,
966,Reckless,SoundFiles/966.mp4,1,5,Old English,Marked by lack of proper caution,a reckless driver,,0,2,0,2013-10-20 21:59:46,0,NULL,rek-lus,
967,Recognise,SoundFiles/967.mp4,1,3,Latin,Understand a thing to be true,My work is not recognised by anybody!,,0,2,0,2013-10-20 21:59:46,0,NULL,"’re-kug, nIz",
968,Recollect,SoundFiles/968.mp4,1,3,Latin,To bring back to the level of conscious awareness,I can’t recollect saying any such thing,,0,2,0,2013-10-20 21:59:46,0,NULL,re-ku’lekt,
969,Recommend,SoundFiles/969.mp4,1,3,Latin,To present as worthy of acceptance or trial,Honesty recommends any person,,0,2,0,2013-10-20 21:59:46,0,NULL,re-ku’mend,
970,Record,SoundFiles/970.mp4,1,3,Latin,To set down in writing,the film provided a valuablerecord of stage techniques,,0,2,0,2013-10-20 21:59:46,0,NULL,re-kord,
971,Recover,SoundFiles/971.mp4,1,3,Latin,To get back,She recovered her voice and replied quickly,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’kú-vu(r),
972,Refer,SoundFiles/972.mp4,1,3,Latin,"To think of, regard, or classify within a general category or group",There were lots of questions referring to her talk,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’fur,
973,Regard,SoundFiles/973.mp4,1,3,French,A protective interest,I don’t regard the situation quite as negatively as you do,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’gaa(r)d,
974,Regular,SoundFiles/974.mp4,1,5,Latin,"In accordance with fixed order, procedure or principle",regular meals,,0,2,0,2013-10-20 21:59:46,0,NULL,re-gyu-lu(r),
975,Rejoice,SoundFiles/975.mp4,1,3,Latin,To give joy to,Who cannot rejoice in Spring?,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’joys,
976,Relax,SoundFiles/976.mp4,1,3,Latin,To make less tense or rigid,He relaxed in the hot tub,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’laks,
977,Release,SoundFiles/977.mp4,1,3,Latin,"To set free from restraint, confinement, or servitude","release the door handle, please!",,0,2,0,2013-10-20 21:59:46,0,NULL,ri’lees,
978,Remedy,SoundFiles/978.mp4,1,1,Latin,"A medicine, application, or treatment that relieves or cures a disease",remedy his illness,,0,2,0,2013-10-20 21:59:46,0,NULL,re-mi-dee,
979,Remember,SoundFiles/979.mp4,1,3,Latin,To bring to mind or think of again,I can’t remember saying any such thing,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’mem-bu(r),
980,Remove,SoundFiles/980.mp4,1,3,Latin,"To change the location, position, station, or residence of",remove a threat,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’moov,
981,Reply,SoundFiles/981.mp4,1,3,Latin,To respond in words or writing,She didn’t want to reply,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’plI,
982,Reporter,SoundFiles/982.mp4,1,1,French,One that reports news.,He is a good reporter,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’por-tu(r),
983,Reside,SoundFiles/983.mp4,1,3,Latin,To be in residence as the incumbent of a benefice or office,my parents reside in Bangalore,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’zId,
984,Respect,SoundFiles/984.mp4,1,1,Latin,high or special regard,it is held in respect,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’spekt,
985,Respond,SoundFiles/985.mp4,1,3,French,To say something in return,She didn’t want to respond,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’spónd,
986,Retail,SoundFiles/986.mp4,1,3,French,To sell in small quantities directly to the ultimate consumer,These gems retail at thousands of dollars each,,0,2,0,2013-10-20 21:59:46,0,NULL,"’ree,teyl",
987,Retain,SoundFiles/987.mp4,1,3,Latin,To keep in possession or use,This soil retains water,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’teyn,
988,Retire,SoundFiles/988.mp4,1,3,French,To withdraw from action or danger,He retired at age 68,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’tI(-u)r,
989,Retreat,SoundFiles/989.mp4,1,1,Latin,"An act or process of withdrawing especially from what is difficult,dangerous, or disagreeable",The enemy retreated,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’treet,
990,Revenge,SoundFiles/990.mp4,1,1,French,To avenge (as oneself) usually by retaliating in kind or degree,He wants to revenge the murder of his brother,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’venj,
991,Revolt,SoundFiles/991.mp4,1,3,Latin,To renounce allegiance or subjection,military security has been stepped up since the recent revolt,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’vówlt,
992,Revolve,SoundFiles/992.mp4,1,3,Latin,To turn over at length in the mind,The Earth revolves around the Sun,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’vólv,
993,Reward,SoundFiles/993.mp4,1,1,French,To give a reward to or for,virtue is its own reward,,0,2,0,2013-10-20 21:59:46,0,NULL,ri’word,
994,Risk,SoundFiles/994.mp4,1,1,French,Possibility of loss or injury,drinking alcohol is a health risk,,0,2,0,2013-10-20 21:59:46,0,NULL,risk,
995,Road,SoundFiles/995.mp4,1,1,Middle English,"An open way for vehicles, persons, and animals",the road to fame,,0,2,0,2013-10-20 21:59:46,0,NULL,rowd,
996,Roam,SoundFiles/996.mp4,1,3,Middle English,To go from place to place without purpose or direction,The gypsies roamed the woods,,0,2,0,2013-10-20 21:59:46,0,NULL,rowm,
997,Robber,SoundFiles/997.mp4,1,1,German,To take something away from by force,The police caught the robber yesterday,,0,2,0,2013-10-20 21:59:46,0,NULL,ró-bu(r),
998,Role,SoundFiles/998.mp4,1,1,French,A character assigned or assumed,play its role,,0,2,0,2013-10-20 21:59:46,0,NULL,rówl,
999,Room,SoundFiles/999.mp4,1,1,Middle English,A walled enclosure,the rooms were very small but they had a nice view,,0,2,0,2013-10-20 21:59:46,0,NULL,room,
1000,Rotate,SoundFiles/1000.mp4,1,3,Latin,"To perform an act, function, or operation in turn",Rotate the handle,,0,2,0,2013-10-20 21:59:46,0,NULL,row’teyt,
1001,Rough,SoundFiles/1001.mp4,1,5,Middle English,"Marked by inequalities, ridges, or projections on the surface",trees with rough bark,,0,2,0,2013-10-20 21:59:46,0,NULL,rúf,
1002,Rules,SoundFiles/1002.mp4,1,1,Latin,A prescribed guide for conduct or action,it was his rule to take a walk before breakfast,,0,2,0,2013-10-20 21:59:46,0,NULL,rools,
1003,Rupee,SoundFiles/1003.mp4,1,1,Hindi,Currency in India,Give me 1 rupee,,0,2,0,2013-10-20 21:59:46,0,NULL,roo’pee,
1004,Sack,SoundFiles/1004.mp4,1,1,Latin,A usually rectangular-shaped bag,Put that into that sack,,0,2,0,2013-10-20 21:59:46,0,NULL,sak,
1005,Sadden,SoundFiles/1005.mp4,1,1,German,To make sad,The news of her death saddened me,,0,2,0,2013-10-20 21:59:46,0,NULL,sa-d(u)n,
1006,Safe,SoundFiles/1006.mp4,1,5,Greek,Free from harm or risk,a safe trip,,0,2,0,2013-10-20 21:59:46,0,NULL,seyf,
